file_name,caption
000000049058.jpeg,Colored lights next to a city street at night time
000000014458.jpeg,A metal fence and sign on a city street.
000000401610.jpeg,Postcard depicting bus terminal in eastern U.S. city.
000000156197.jpeg,A traffic light and sign on a city street.
000000291868.jpeg,Traffic at a crowded intersection in the city. 
000000579751.jpeg,A crowded city at night with heavy traffic. 
000000022582.jpeg,a green street sign above a street light in a city
000000176029.jpeg,A white bus driving past a store along a city street.
000000511642.jpeg,An old fire hydrant on the edge of a city street
000000063644.jpeg,A car driving past a traffic light on a city street.
000000327713.jpeg,A car driving in the city street at night.
000000104493.jpeg,A busy recreational beach area under a blue sky.
000000081768.jpeg,A busy down town area in a city.
000000537397.jpeg,A helicopter is flying over the water near a large hill.
000000469410.jpeg,A red park bench on grassy area next to a fence.
000000184980.jpeg,A trolley stopped on a city street with pedestrians walking in front.
000000016513.jpeg,A city bus drives through a neighborhood towards Heathrow Airport
000000532304.jpeg,A traffic light suspended over a street below a mountain.
000000433297.jpeg,A bus driving down a rural country road next to a forest.
000000492694.jpeg,A red bus driving down a city street.
000000517405.jpeg,This is a picture of a fire hydrant in a forest.
000000460728.jpeg,a public transit bus on a city street covered in snow
000000531329.jpeg,A view of a bus stop in the middle of a rural area.
000000324339.jpeg,A white fire hydrant sitting in the middle of  dry grass field.
000000315348.jpeg,A view of an intersection and a highway with neon lights on the ground.
000000439053.jpeg,A view of a house from across the water.
000000206670.jpeg,a black white and red jet grass and a runway
000000050463.jpeg,A city bus driving on a busy street. 
000000026409.jpeg,A big hotel in a very large and very busy city.
000000461687.jpeg,a bench on a hill some grass mountains and trees
000000146388.jpeg,A bench sitting on the beach in the middle of a lake.
000000408506.jpeg,The city bus driving down a road is blue and white.
000000191972.jpeg,A garden area with benches and beach umbrellas.
000000501874.jpeg,Park benches in a flatened area of a forest
000000509677.jpeg,Picnic tables are set out on the beach with a dock in the background.
000000444132.jpeg,A snow covered area has trees and benches.
000000546561.jpeg,an old bench on grass next to a tree and other plants
000000477417.jpeg,Traffic lights on a city street near some buildings
000000434707.jpeg,A modern commuter bus at a bus stop on a city street
000000160626.jpeg,An aura be us flying given the sky and I ocean
000000293980.jpeg,There us an image off the snow coveted mountains
000000459475.jpeg,A large white boat floating on top of the ocean.
000000342591.jpeg,A double decker green bus driving down a curvy road near  a lake.
000000125056.jpeg,A tree in the middle of a grass area and a bench next to a railing area with a blue sky in the background.
000000324754.jpeg,A double decker bus on a city street 
000000162598.jpeg,View of a bench seated near rocks and bushes.
000000206871.jpeg,A city street n Ealing with a bus in the foreground
000000159926.jpeg,A city bus is traveling down the empty street.
000000580216.jpeg,A bus is going around a corner in a city.
000000166126.jpeg,View of traffic continuing on after a green light.
000000448061.jpeg,The city street is not busy this time of day.
000000408303.jpeg,Several cars are sitting at a red light in a city intersection.
000000117157.jpeg,A city bus is traveling through the town.
000000551823.jpeg,A red fire hydrant next to some tall grass and a metal post.
000000370926.jpeg,"A long yellow school bus is parked on a city street.
"
000000104191.jpeg,the woods are fully covered in snow so is the bench
000000570721.jpeg,a public transit bus on a city street 
000000278043.jpeg,A bench sitting in the middle of a tree filled forest.
000000537887.jpeg,An overheard view of a street that has a stop light.
000000207811.jpeg,A fire hydrant in the middle of a grassy area.
000000228566.jpeg,A jetliner flying over a city under a cloudy sky.
000000251318.jpeg,A city street filled with traffic driving past a light.
000000531146.jpeg,A long white city bus driving down a street.
000000357289.jpeg,Buses on a busy city street in daylight.
000000273001.jpeg,A lady standing at the waters edge on steps leading to a lake.
000000050727.jpeg,An oddly placed fire hydrant is in the middle of the forest.
000000059278.jpeg,A blurry shot of a bunch of cards in a big city.
000000060433.jpeg,A double decker bus pulling out in front of a grassy area.
000000225750.jpeg,a dirt road a wooden bench some grass and trees
000000341922.jpeg,A very modern European bus with a curved windshield on the street
000000126794.jpeg,A green fire hydrant sits on a snow covered curb.
000000075474.jpeg,A city street at night filled with lots of traffic.
000000023255.jpeg,some grass a red fire hydrant and some water
000000502178.jpeg,"There is a full view of an outdoor area and it is nice.
"
000000335405.jpeg,"There is a full view of an outdoor area and it is nice.
"
000000052747.jpeg,a street light sits next to a city street 
000000352980.jpeg,Ominous clouds hover above the landscape in a major city.
000000292752.jpeg,A sailboat near the shore of a lake.
000000093428.jpeg,Grassy area with an old city in the background.
000000406657.jpeg,A picture taken from the drivers seat of a car of the road ahead.
000000454892.jpeg,A peaceful scene of a park bench sitting in a grassy meadow.
000000062477.jpeg,A city stoplight in a downtown area of a city 
000000377301.jpeg,Traffic signals displayed in large city with flag on pole in background.
000000392618.jpeg,A blurry picture of a city street 
000000314420.jpeg,This picture shows a busy city crosswalk scene.
000000535318.jpeg,Wood and metal bench with snow all around.
000000230141.jpeg,A car stopped at a stoplight while it snows.
000000555814.jpeg,A stoplight at an intersection in a city. 
000000044540.jpeg,A white bench that seats four in front of a wall with shrubs.
000000074328.jpeg,A slate bench under trees in a forest as the sun rises
000000137748.jpeg,A city street filled with traffic and traffic signals.
000000568884.jpeg,Large red tow truck on roadway near large populated city area.
000000453332.jpeg,A commuter bus and car traffic on an Australian city street
000000558436.jpeg,A fire hyrdant in the middle of a grassy field.
000000378821.jpeg,A blue double decker bus driving down a city street.
000000128264.jpeg,The city bus is on the street in front of a large building. 
000000167603.jpeg,A bus heads down a city street in the rain.
000000051322.jpeg,a double decked bus drives down a city street 
000000573062.jpeg,a black and white photo with some water plants grass and dirt 
000000284454.jpeg,A city street with traffic line with lush green trees.
000000258792.jpeg,The white city bus is parked near a parking lot.
000000416639.jpeg,"A park covered in snow with a bench, trees, and neo-gothic architecture in the background."
000000509188.jpeg,A bench is on a mowed section of grass next to a forest.
000000026943.jpeg,A construction site at dusk under a cloudy sky.
000000409668.jpeg,Traffic speeding by at night in a large city.
000000279708.jpeg,Ram walking through parking lot near mountainous region.
000000223129.jpeg,The city bus pulling into the street has another city bus behind it.
000000560046.jpeg,The view from a vehicle of livestock in a field.
000000305705.jpeg,A wooden bench sitting in a grass field.
000000413975.jpeg,the street sign is on green and the sky is black 
000000459113.jpeg,A metro bus driving through the city streets with buildings behind it.
000000377493.jpeg,A large jetliner flying udner a cloudy sky.
000000259044.jpeg,A traffic light hanging over a city street.
000000083125.jpeg,An old fire hydrant on a snowy street.
000000415157.jpeg,Livestock grazing in a grassy wooded field. 
000000019413.jpeg,A large long bus on a city street.
000000006233.jpeg,"A crowded city street with a building, cars and bicycles.  "
000000448358.jpeg,The four engine airliner sits on the tarmac on a cloudy day.
000000012999.jpeg,A single metal bench near a lake in autumn.
000000218906.jpeg,A group of goats are walking along a snowy hill.
000000009640.jpeg,Pair of geese in open grassy area on sunny day.
000000405430.jpeg,A picture of a down town bus in front of a city block. 
000000113845.jpeg,A view of a bunch of purple flower next to a fire hydrant.
000000039196.jpeg,a wooden bench is sitting in a grassy area
000000060320.jpeg,a city bus sits parked next to a tent 
000000166822.jpeg,A large wooden bench in a grass field.
000000000943.jpeg,A red fire hydrant and a sand sculpture on a beach.
000000240298.jpeg,Red stop lights on a nearly empty city street.
000000081622.jpeg,A view of street light from across the intersection. 
000000546279.jpeg,A view of Kohl's from across an intersection.
000000032289.jpeg,A view of a bench with a building behind it. The picture looks to be filtered. 
000000380714.jpeg,"A view of a bunch of street lights, during a cloudy day."
000000377854.jpeg,A blurry and out of focus picture of a busy city street.
000000533739.jpeg,"Heavy traffic in a city with a ""Citi Bank"" building. "
000000560055.jpeg,A double decker bus driving along a city street.
000000038681.jpeg,A very busy city street with a multitude of streetlights and buildings in the background.
000000304238.jpeg,A white and blue bench is sitting at this water overview.
000000427051.jpeg,A red and yellow bus moves along a paved city road.
000000160812.jpeg,a big pile of snow with a fire hydrant in it
000000403135.jpeg,A scenic view of a park and the street next to it.
000000250677.jpeg,Commuter bus on roadway in urban city on sunny day.
000000342932.jpeg,Street lights and wires can be seen with a cloudy sky in the background.
000000300279.jpeg,A view of traffic flowing through the street at night.
000000018439.jpeg,A touring bus is shown with a mountain in the background.
000000113370.jpeg,A white city bus pulling up to a bus stop.
000000294349.jpeg,A close up of a fire hydrant on a snowy street
000000541251.jpeg,A cable car is going through a city on its tracks.
000000546242.jpeg,a bench at a train station with seating on the front and back 
000000563458.jpeg,Large airliner flying against a sky with no clouds.
000000574922.jpeg,A fire hydrant stands in a grass field
000000384598.jpeg,a fire hydrant on a city street with a sky background
000000319899.jpeg,Roadway intersection near large brick building in city.
000000570874.jpeg,A bright red double decker bus moves down a city street.
000000167033.jpeg,A yellow double decker bus making its way through the city streets.
000000027511.jpeg,A yellow and blue bus driving down a city street.
000000060034.jpeg,Pigeons bathe themselves in a puddle on a city street.
000000088931.jpeg,City bus in San Antonio driving on busy street.
000000279605.jpeg,A commercial jet flies through a partly cloudy sky.
000000484650.jpeg,The city bus is painted pink and purple.
000000121938.jpeg,Police investigating a bus crash on a city street.
000000046883.jpeg,A close up image of a stop light in the middle of a city. 
000000564898.jpeg,A group of black goats sitting on a grassy hill in the water. 
000000511537.jpeg,a public transit bus on a city street 
000000116900.jpeg,a public transit bus in a field with a sky background 
000000310216.jpeg,Cars are waiting at a stop light in a big city.
000000185502.jpeg,A yellow school bus stopped on a city road
000000361275.jpeg,The plants are blowing in the wind near the ocean.
000000530655.jpeg,The four engine airliner is flying above mountains.
000000478140.jpeg,A city street with pedestrians crossing a rainy crosswalk.
000000251922.jpeg,A blue city bus pulled up by the curb
000000353931.jpeg,The street and traffic lights are blurred in this view.
000000566395.jpeg,a number of cars on a city street with traffic lights 
000000346785.jpeg,"A stoplight flashes yellow on a snow filled, empty street."
000000554994.jpeg,A traffic signal sitting below a purple sky with a cloud.
000000366485.jpeg,Shot of buildings in a big city with a deserted street.
000000343898.jpeg,A grassy road is near a large bridge. 
000000042682.jpeg,Busy city street with traffic and pedestrians at night.
000000102307.jpeg,A car windshield that has a large number of raindrops on it.
000000147303.jpeg,The city buses are parked together in the parking lot.
000000288453.jpeg,A view of the bridge from a park with benches
000000541705.jpeg,There is an empty lounge chair on the beach.
000000103498.jpeg,"A view of an intersection, during a traffic riddled time."
000000025348.jpeg,A fire hydrant is in the grass next to a picnic table. 
000000241076.jpeg,A city bus has an ad on it while going down the street
000000460143.jpeg,A red bus for Madrid city tours and a motorcycle
000000473420.jpeg,A flock of pigeons on a traffic light post in the city.
000000082242.jpeg,A city street clogged with buses stopping at a bus depot.
000000193785.jpeg,A line of traffic lights hanging over a city street.
000000387379.jpeg,a red  fire hydrant partially covered by the snow 
000000021374.jpeg,A red double-decked bus is parked on a city street.
000000111406.jpeg,A bus is stopped on the corner of a city street.
000000151499.jpeg,A city bus drives along a street shaded by trees.
000000132523.jpeg,a fire hydrant sitting in the grass with chains hanging from it
000000174462.jpeg,Nighttime lights and traffic along a city street.
000000016113.jpeg,A stop light is viewed from behind a dashboard. 
000000401362.jpeg,Flowers bloom in the patchy grass near a painted fire hydrant.
000000444340.jpeg,A yellow fire hydrant covered in snow near concrete steps.
000000143277.jpeg,A bus in the middle of a city street.
000000428605.jpeg,a red and white fire hydrogn in a grassy field
000000019828.jpeg,A very dark city with traffic and a light that is red.
000000420496.jpeg,"A city highway at night with street lights, car lights and building lights all around. "
000000119016.jpeg,A city scene at nighttime the streetlight is green. 
000000447769.jpeg,The entrance to a city park featuring colorful flags on poles.
000000084499.jpeg,A bull is walking down a city street.
000000223497.jpeg,A large tow truck is pulling a red double decker city bus.
000000423632.jpeg,A very dark lit picture of a view of a city at nighttime.
000000511218.jpeg,a jet flying by in a bright blue sky 
000000430808.jpeg,A green bus driving down a street next to a forest.
000000469921.jpeg,A stoplight on a busy city street 
000000329148.jpeg,A double decker bus on a city street followed by a single deck bus
000000089787.jpeg,There are cars driving down a street in the city.
000000457948.jpeg,A city bus driving on the street near some trees.
000000318107.jpeg,A red double decker bus driving down a city street.
000000116740.jpeg,Various traffic signals down a road in the city.
000000366994.jpeg,A city street in England filled with double decker buses
000000468305.jpeg,A bus driving down a city street next to a tall building.
000000263320.jpeg,A bench over looks a rapid flowing river and forest.
000000342766.jpeg,A group of boats floating on top of a lake.
000000493251.jpeg,A blue and white jet airliner on runway next to mountains.
000000072600.jpeg,A large jetliner flying through a cloudy blue sky.
000000254179.jpeg,A city street filled with traffic and line with traffic lights.
000000286576.jpeg,A double seat next to a door in a train.
000000019062.jpeg,a red fire hydrant covered with some snow 
000000152341.jpeg,A bench near grass and several different trees.
000000569375.jpeg,Wildlife in open range grassy field on sunny day.
000000396188.jpeg,A cop riding a motorcycle down a city street.
000000155388.jpeg,The bench is at the top of the mountain.
000000119922.jpeg,a white bench sand a fence and plants
000000021136.jpeg,A view of a bus stand with a bus in it.
000000081654.jpeg,a view of Big Ben from across the road.
000000211208.jpeg,Thee city buses are parked in lanes in front of a large building.
000000345786.jpeg,A deserted city street with a traffic signal at night.
000000448099.jpeg,A pair of cyclists are riding across a city intersection.
000000261520.jpeg,A view of a fenced off road with power lines in the back.
000000321577.jpeg,A large jetliner flying under a cloudy blue sky.
000000479984.jpeg,White double decker bus driving down the middle of a city. 
000000235473.jpeg, a small hydrant sitting in the grass next to a tree
000000573981.jpeg,a street view of a cars pedestrians a traffice light next to a building
000000515213.jpeg,A nighttime view of traffic lights at slow shutter speed.
000000110634.jpeg,a cloudy day on a street corner. 
000000352938.jpeg,city buses are parked and traveling down the street
000000449029.jpeg,Night time scene of city street intersection with vehicular traffic.
000000330708.jpeg,A dove flying in the air with clouds.
000000479101.jpeg,A large jetliner flying over a city at a low altitude.
000000471507.jpeg,city street with traffic lights and white building
000000236267.jpeg,A bus driving up a dirt road in the forest.
000000398139.jpeg,a red fire hydrant covered in snow by a thin pole
000000132503.jpeg,A close up view of a fire hydrant by the road.
000000276565.jpeg,Roadway intersection with vehicle traffic and pedestrian in large city.
000000296059.jpeg,A jetliner's wing flying over a large mountain range.
000000513447.jpeg,A yellow double decker bus driving down a city street.
000000187280.jpeg,A red double decker bus driving down a city street.
000000416816.jpeg,A traffic light hanging over a street under a cloudy sky.
000000327448.jpeg,THIS IS A PICTURE OF A LARGE CITY STREET
000000472293.jpeg,City traffic on roadway near with mountains in background.
000000493806.jpeg,A bus is traveling through a busy city area. 
000000176098.jpeg,A red fire hydrant sits in the forest.
000000108876.jpeg,A clock and benches on a city courtyard.
000000059167.jpeg,A city street filled with lots of buses.
000000362662.jpeg,A city bus drives towards a bus stop.
000000293074.jpeg,A bright green bus goes down the streets in a city.
000000531657.jpeg,snow surrounding a fire hydrant  and a car parked close
000000006414.jpeg,Overview of a city with a busy bus stop in the foreground.
000000253323.jpeg,A city bus is leaving the bus station.
000000540746.jpeg,a straw hat sitting on a bench in a grass field
000000002639.jpeg,a yellow bus and a blue bus drive next to each other in the city
000000533889.jpeg,"A bus moves down an empty, city road."
000000034061.jpeg,some rams laying in some long grass 
000000498769.jpeg,A goat standing on top of a grass covered mountain.
000000175801.jpeg,a red car driving down a city road on a cloudy day
000000546151.jpeg,A yellow bus driving down a city street.
000000322975.jpeg,A yellow fire hydrant sitting in the grass 
000000219274.jpeg,a bus sitting parked on a wet road with some mountains off in the distance
000000271842.jpeg,A fighter jet flying through a cloudy sky.
000000122973.jpeg,A red trolley car driving down a city street.
000000297967.jpeg,A city bus driving up a hill in a small town.
000000071796.jpeg,A tree and some benches overlook the beach
000000197067.jpeg,THIS IS A PHOTO IN THE FALL SEASON OF A FIRE HYDRANT
000000398373.jpeg,Hind view of a park bench sitting in grass.
000000184642.jpeg,A red fire hydrant in a grassy park.
000000117765.jpeg,An aerial view of a shipping container yard. 
000000539848.jpeg,City bus stopped at an intersection in front of a restaurant.
000000518553.jpeg,A yellow and blue fire hydrant in the grass with bushes behind.
000000516012.jpeg,A white metro bus with pink and purple trim drives down a city street in front of a glass building.
000000398177.jpeg,A black fire hydrant sitting in the grass near a house. 
000000005684.jpeg,A bus driving down a city street lined with buildings.
000000482505.jpeg,Traffic lights blur on a city street in the setting sun.
000000571541.jpeg,A lot of buses are parked in a grass field.
000000018661.jpeg,A city street filled with traffic at night.
000000527083.jpeg,A tall light house sitting next to the ocean.
000000004571.jpeg,A wooden bench sitting next to a small forest.
000000100207.jpeg,A bench sitting on top of a grass covered yard.
000000431696.jpeg,An open field with a bench and a mountain.
000000066839.jpeg,a public transit bus on a city street 
000000333083.jpeg,A city bus rounding a corner on a city street.
000000429585.jpeg,"An photo of a lake, fire hydrant, and sign."
000000320112.jpeg,The image shows the trunk and back windshield of the car. 
000000496151.jpeg,The boats are tied to the dock of the city river. 
000000449573.jpeg,a bus drives down a city street 
000000315425.jpeg,London double decker bus approaching a police car on city street.
000000230336.jpeg,a fire hydrant on a street covered in snow near some trees 
000000473044.jpeg,Rusted fire hydrant covered with bees in grass near road.
000000430298.jpeg,A row of benches are in a grassy area with trees in the distance.
000000072041.jpeg,Fire hydrant on a snow covered path during winter.
000000120645.jpeg,"a bus coming down a mountain road, parking at a lookout point."
000000074100.jpeg,A bus on a road with snow in a town.
000000242278.jpeg,A tree sitting on top of a hill next to a body of water.
000000040008.jpeg,The huge airliner is flying next to the clouds. 
000000308659.jpeg,A thick blanket of snow covers a neighborhood.
000000135305.jpeg,A fire hydrant is in the grass near rocks.
000000133883.jpeg,A wooden bench is overlooking the mountain top.
000000249259.jpeg,A grey fighter jet flying a cloudy weather.
000000193046.jpeg,A bench sitting in the middle of a foggy forest.
000000249400.jpeg,a bench sits on a sandy beach in front of some water 
000000392841.jpeg,A weird whale shaped jet flying under a cloudy blue sky.
000000008686.jpeg,There is a clock tower in the  city center 
000000380016.jpeg,a wooden lawn chair sitting on a green grass patch next to a wooden structure
000000160585.jpeg,A large ship in the ocean during the sunset.
000000443641.jpeg,The view of a busy downtown city street.
000000359394.jpeg,a blue and silver city bus traveling down a street
000000039978.jpeg,Roadway intersection in city as seen at night with street lamps.
000000341736.jpeg,The view out of a car window looking at a twilight city scene.
000000369905.jpeg,A group of livestock that is climbing uphill through the grass.
000000522066.jpeg,A city street with lots of cars and buildings.
000000022298.jpeg,A city bus driving into a bus terminal
000000166499.jpeg,The red city bus is driving next to a construction truck. 
000000399232.jpeg,City intersection next to a high-rise brick building.
000000568050.jpeg,The red double decker city bus is traveling in front of a car. 
000000044960.jpeg,City street with double decker red buses moving at a rapid pace.
000000317460.jpeg,Red double decker buses on a city roundabout.
000000077375.jpeg,The skateboard is in the middle of the rows of seats.
000000320926.jpeg,A large long bus on a city street.
000000352236.jpeg,A close up view of a street traffic light.
000000143401.jpeg,A red double decker bus is parked at a curb in the city
000000576464.jpeg,A park bench overlooking a creek and mountain.
000000435224.jpeg,a wood bench is looking out on a beach
000000315322.jpeg,A double decker tour bus moving through a city
000000359030.jpeg,The view down a busy city street taken from a car window.
000000430885.jpeg,a green light silhouettes of buildings and a cloudy sky
000000499786.jpeg,A fire hydrant spewing water on a snowy street
000000509217.jpeg,a big city bus ride next to a park area 
000000425219.jpeg,A raised fire hydrant is seen in a forested area.
000000143436.jpeg,A bus stops at a small city bus stop/
000000382839.jpeg,A bench sitting on a hill by some laundry on a clothes line.
000000098501.jpeg,A traffic light leaning in the snow near a store.
000000473384.jpeg,A London double-decker bus drives along a city street.
000000278357.jpeg,black bench on the water front in a city
000000261670.jpeg,An upclose view of water droplets on a bench.
000000347313.jpeg,a city street with some cars driving down it 
000000498438.jpeg,a number of cars on a city street with traffic lights 
000000009845.jpeg,a close up ofa transit bus on a city street 
000000491397.jpeg,There is a view of the skyline with clouds and buildings.
000000574476.jpeg,There is a van driving on a road near a mountain.
000000161930.jpeg,A ground view of a road next to a fire hydrant.
000000071440.jpeg,Traffic signal on post at city roadway intersection.
000000182064.jpeg,"There are bikes, buses, and cars on the city street."
000000065586.jpeg,a city with cars and traffic lights made of lego
000000451101.jpeg,A small family sitting on a bench on a grassy field surrounded by ducks.
000000244227.jpeg,A view of a city intersection at night
000000493880.jpeg,a fire hydrant in a field near city street 
000000263246.jpeg,A bench is in the grass near the water.
000000048571.jpeg,A red double decker bus driving past a forest.
000000367484.jpeg,A city bus goes around a corner on an old street.
000000370235.jpeg,The building of Capitol Hill is in the background
000000363885.jpeg,A city street with lots of blurry traffic on top of it.
000000573485.jpeg,A bus is next to a van on a city street.  
000000437522.jpeg,Water from a broken hydrant flows into a city street.  
000000518575.jpeg,Mountain goats grouped together in high grass in field.
000000233916.jpeg,A city street filled with lots of traffic.
000000295762.jpeg,A taxi driving down a city street below tall white buildings.
000000552330.jpeg,A park bench with snow up to the bench.
000000108964.jpeg,Rooftops with pink and blue clouds on the horizon.
000000056997.jpeg,A pair of shoes sit underneath a row of seats.
000000412855.jpeg,A long term exposure of a intersection in a city
000000101826.jpeg,a red and black bus some grass cars and buildings
000000443179.jpeg,A view of a park bench from above it.
000000409408.jpeg,Bench sitting on sand surrounded by colorful flowers.
000000560581.jpeg,A small bus is seen in a foreign city.
000000570032.jpeg,A city bus is moving along a city street.
000000199119.jpeg,A public transportation bus driving on a city road. 
000000569242.jpeg,Red double-decker bus moving in between city streets. 
000000475451.jpeg,a fire hydrant sits in some grass 
000000085397.jpeg,A city street with tall buildings in the background. 
000000099025.jpeg,A bus driving down the road near grass and trees.
000000262619.jpeg,Bench near forest at edge of clearing area.
000000077055.jpeg,A buy city street with several buses and taxis.
000000038053.jpeg,A brown wooden bench sitting in the forest.
000000056132.jpeg,a number of of cars on a city street 
000000073661.jpeg,A city street filled with cars and line with buildings.
000000022309.jpeg,A traffic light sitting suspended above a city street.
000000480064.jpeg,a public transit bus on a city street 
000000496302.jpeg,Architecturally magnificent church and building on a city street
000000070444.jpeg,Descending busy street towards a very large city
000000153235.jpeg,Old bomber flying over vast big mountainous landscape
000000421777.jpeg,A nighttime view of some traffic on the street.
000000568459.jpeg,City bus approaching a stop in a busy city
000000066890.jpeg,a rassy and wooden forest is over crowded
000000381433.jpeg,A bus is moving along a busy city street.
000000226814.jpeg,A large yellow school bus parked next to a forest of trees.
000000393317.jpeg,A city street with a bus driving down it
000000070236.jpeg,A green metal clock tower in a city square.
000000061945.jpeg,"At nighttime, a car sits at a red light in an Asian city."
000000300284.jpeg,A fire hydrant in the city with a face painted on it.
000000418873.jpeg,The city buses are parked next to each other in the lot.
000000074159.jpeg,A bench along a city street with very little traffic and lots of trees.
000000509804.jpeg,A bench sitting in the grass near trees.
000000105396.jpeg,A traffic light suspended in a white sky with a green signal.
000000554310.jpeg,a few savannah anaimsl walk around a big grassy field
000000391538.jpeg,a big black bus pulls into the streets of a city
000000108049.jpeg,a red stop light at a city intersection with traffic
000000326071.jpeg,A traffic light suspended over a street under a cloudy sky.
000000371217.jpeg,A yellow and blue fire hydrant sitting next to a mountain.
000000351091.jpeg,Multiple double decker buses traveling down a city street.
000000434549.jpeg,A traffic light on a nearly empty city street.
000000352188.jpeg,A view of a street corner during the day.
000000162773.jpeg,a red chair on green grass overlooking a body of water
000000257712.jpeg,The group of pedestrians are crossing the busy city street. 
000000416186.jpeg,A red double decker bus driving on a city street.
000000529208.jpeg,A city worker turning on the water at a fire hydrant. 
000000030328.jpeg,cars and trucks pn a busy  city street.
000000363111.jpeg,A high angle shot of a big city intersection
000000119247.jpeg,A fire hydrant at a city intersection near tall buildings.
000000131858.jpeg,"A nice view of trees, grass and mountains."
000000505264.jpeg,"A park bench in the middle of a green, grassy park area."
000000040930.jpeg,A cloudy ski with cars on the road below as traffic lights hang above.
000000120790.jpeg,a public transit bus on a city street 
000000448633.jpeg,a public transit bus on a city street 
000000145761.jpeg,A red bus is driving in the city near a building being built.
000000395920.jpeg,A small city bus is driving through the street.
000000541203.jpeg,A fire hydrant spewing water on a city street
000000018555.jpeg,A blanket and a cup are lying on a city bench.
000000142847.jpeg,A large blue bus parked next to a forest of trees.
000000387007.jpeg,ponies rest and walk around on a grassy field in front of a barn and broken down shed
000000304079.jpeg,A bench in front of a small lake with a house in the background.
000000094439.jpeg,Some traffic lights silhouetted over an intersection in a city.
000000061830.jpeg,A mountain range sits hazy in the distance
000000176282.jpeg,A double decker bus travelling down a city street.
000000287049.jpeg,A large jetliner flying through a cloudy sky.
000000404221.jpeg,A city bus is headed up a hill over a bridge.
000000132521.jpeg,A shot of a fire hydrant on a city street at sunset
000000479815.jpeg,A red traffic light halts cars on a city street with palm trees and a gas station.
000000083029.jpeg,A truck stopped at a red light at dusk on a city street.
000000211918.jpeg,A grass area with blue tents and a red double decker bus.
000000172743.jpeg,A city bus is moving along a snowy street.
000000275771.jpeg,A pink city bus driving down a street past trees.
000000440404.jpeg,A bus driver in Santa hat sitting in the driver's seat.
000000426824.jpeg,A fire hydrant with a blurry view in the back of it.
000000363165.jpeg,A blurry view of shops and oncoming traffic.
000000164153.jpeg,a bench is sitting in the sand by the beach
000000555296.jpeg,A fire hydrant with snow on top of it.
000000399540.jpeg,a city street with some cars on it 
000000190872.jpeg,The seat of the wooden bench is covered in snow. 
000000152526.jpeg,A bunch of benches next to a body of water on a cloudy day.
000000189330.jpeg,There are red benches near the grassy area.
000000556748.jpeg,A vintage style red double decker bus drives through the city.
000000400436.jpeg,public city bus moving along street in front of business buildings
000000209906.jpeg,Red traffic lights viewed through a windshield on a rainy night.
000000241534.jpeg,A bus driving on a road in a rural landscape.
000000194461.jpeg,a traffic light on a city street with street signs 
000000538530.jpeg,Elk out in the wild in tall dry grass 
000000541113.jpeg,The Big Ben clock tower towering over the city of London.
000000276763.jpeg,A view of a bunch of boats traveling down a river and under a bridge.
000000299433.jpeg,A large Air Canada jetliner flying under a cloudy gray sky.
000000392219.jpeg,four traffic lights over a city street 
000000397210.jpeg,a public transit bus on a city street 
000000166503.jpeg,A yellow double decker bus is in the city.
000000358189.jpeg,The white bus is going down the quiet city street.
000000565501.jpeg,A yellow fire hydrant sits in the grass next to the street
000000361033.jpeg,A red fire hydrant sitting in the grass near water.
000000205656.jpeg,A bus drives down a road on a cloudy day. 
000000306595.jpeg,a black red and white jet is parked at an airport and clouds
000000509218.jpeg,A city scene looking down a street with skyscrapers
000000109386.jpeg,A car stopped for the traffic light in the city. 
000000084221.jpeg,Boat on the water under low clouds near land.
000000263478.jpeg,A picture of a bunch of buildings in a city.
000000480107.jpeg,The back end of a large city bus.
000000248221.jpeg,A double decker city bus next to a single story city bus.
000000101033.jpeg,A green street sign in front of a forest with multiple directions posted on it.
000000280532.jpeg,A road sign in front of a cloudy blue sky.
000000557047.jpeg,A rock jetty in the ocean with a lighthouse in the background.
000000486769.jpeg,The street sign says W 76 St with a blue sky in the background.
000000353634.jpeg,Crabs walk across the sand along the ocean.
000000327507.jpeg,A small locomotive engine blowing a cloud of steam.
000000581071.jpeg,A city street with a grocery store in the background. 
000000322091.jpeg,A flock of turkeys in the grass in front of some trees.
000000499693.jpeg,A large yellow fire hydrant sits a top a hill.
000000452183.jpeg,A train is rolling by a grassy field.
000000084131.jpeg,Goats eating grass on a rocky slope near mountains. 
000000491830.jpeg,Sign warns against runaway vehicles along a hilly roadway.
000000543000.jpeg,A train is parked on a track in the city. 
000000086927.jpeg,A busy city intersection with trees is shwon.
000000276267.jpeg,"A street sign sticking out of a bush that reads ""Telegraph Hill""."
000000277729.jpeg,This is an aerial view of West 34th Street.
000000145645.jpeg,A red city bus driving down a public road.
000000334610.jpeg,A train in motion on tracks near a grassy area.
000000435360.jpeg,A yellow 10 MPH Pedestrian Crossing sign in a a city street.
000000438061.jpeg,A green train traveling down rail road tracks next to a forest.
000000105257.jpeg,A flock of brown ducks swimming together on a lake.
000000445216.jpeg,A view of a street with a sign that is hosting a garage sale.
000000136652.jpeg,A road work street sign on a city street.
000000426598.jpeg,A bus pulling into a bus stop in the city.
000000339549.jpeg,Livestock is grazing on the green grass in a field.
000000483534.jpeg,"City traffic lines the busy streets, including buses and cars."
000000042161.jpeg,A narrow snow covered street leading down to the water
000000304040.jpeg,A train on the train tracks going through some hills.
